x,y,rho
4.479263080075421288e-02,-2.339391180978168949e-02,1.314143217503960237e+00
3.958723113409721994e-02,-2.229346750357443646e-02,1.316760967806482885e+00
3.440978654828225763e-02,-2.106892504875029423e-02,1.320001495849143058e+00
2.926943380991359894e-02,-1.969801112375052857e-02,1.323977175272596396e+00
2.418008371841263993e-02,-1.815002019636166586e-02,1.328467638863101596e+00
1.916433522377957929e-02,-1.638064036268498461e-02,1.333711299475708101e+00
1.426221351031803364e-02,-1.432214908864586946e-02,1.341422583096029353e+00
9.553610582246402708e-03,-1.186357727335362461e-02,1.352840654712312629e+00
5.226615752415397775e-03,-8.811062782760810744e-03,1.366994643762109662e+00
1.803247368520607052e-03,-4.861257001391575995e-03,1.380526639554201740e+00
4.143961837095415921e-04,-1.717775447360441604e-07,1.381016344409629948e+00
1.803069316053304430e-03,4.860953218174626257e-03,1.340160099945894467e+00
5.226343697153048445e-03,8.810829090047442649e-03,1.291486711455324787e+00
9.553300949582323176e-03,1.186339322075493155e-02,1.274418496283070024e+00
1.426188630246582462e-02,1.432199749823154927e-02,1.267695470383789491e+00
1.916399832097835654e-02,1.638051151063625935e-02,1.264598374311130202e+00
2.417974070726481434e-02,1.814990830186537230e-02,1.262806690801876019e+00
2.926908661483670210e-02,1.969791252041049046e-02,1.262589528928165894e+00
3.440943639788836272e-02,2.106883729044796080e-02,1.262892125406394506e+00
3.958687874569231935e-02,2.229338882974088096e-02,1.263008599790526043e+00
4.479227681058169791e-02,2.339384094793847679e-02,1.263459084748853600e+00
5.001931805836178080e-02,2.438695656155816238e-02,1.263975632299292551e+00
5.563288869498952960e-02,2.534248525557269982e-02,1.264677360513581927e+00
6.284108350311967683e-02,2.642067204662659069e-02,1.265743268638790164e+00
7.231235013153233804e-02,2.763572201719102089e-02,1.267116762046510914e+00
8.286694861257638822e-02,2.876701278736235740e-02,1.268594054346097177e+00
9.346800540295224780e-02,2.968973672821082627e-02,1.270169004841254612e+00
1.040836483963335224e-01,3.042821452140932748e-02,1.271725556729251361e+00
1.147094226894347507e-01,3.100416684352389970e-02,1.273184154923019173e+00
1.253421339572846904e-01,3.143515663168654217e-02,1.274598880649667310e+00
1.359794109448889121e-01,3.173571630303309576e-02,1.276052009898637651e+00
1.466194130200409451e-01,3.191809963146519102e-02,1.277388817846360602e+00
1.572607275384196868e-01,3.199280314003760672e-02,1.278901351233780792e+00
1.679023104866285976e-01,3.196893295160739557e-02,1.280082157079616589e+00
1.785433268870969536e-01,3.185447137297173215e-02,1.281471042574079844e+00
1.891831278685868478e-01,3.165647491296239013e-02,1.283026043739075694e+00
1.998212439018762776e-01,3.138122448404079279e-02,1.284240644377900642e+00
2.104572636204639635e-01,3.103434269640539464e-02,1.285358060356617482e+00
2.210909068331370353e-01,3.062088191552170963e-02,1.286688544687064839e+00
2.317219780682319152e-01,3.014539664339223324e-02,1.288319624504515426e+00
2.423503016220740491e-01,2.961200286702064810e-02,1.289265935207515978e+00
2.529757807932895286e-01,2.902442182857994935e-02,1.290428363022654734e+00
2.635983366381806636e-01,2.838602084437100159e-02,1.291732713715717296e+00
2.742179009603644690e-01,2.769984503811917520e-02,1.292800653205165684e+00
2.848344636563219234e-01,2.696864045767130569e-02,1.293932413824689931e+00
2.954480278721586251e-01,2.619487849190371698e-02,1.294952698221773613e+00
3.060585729768421359e-01,2.538077723571174199e-02,1.296060432528184592e+00
3.166661049535376971e-01,2.452831360208244937e-02,1.297020892860235364e+00
3.272706375662714495e-01,2.363923825985124461e-02,1.298090408834698728e+00
3.378721620001183812e-01,2.271508964891622712e-02,1.299087402423781956e+00
3.484706982148970678e-01,2.175719977513247694e-02,1.300108547493250777e+00
3.590662369073772675e-01,2.076670811688408058e-02,1.301150074527415823e+00
3.696587729209036555e-01,1.974456615278768340e-02,1.302233130964461472e+00
3.802482882959924426e-01,1.869154603541505963e-02,1.303172200937781522e+00
3.908347433688542649e-01,1.760824726123138423e-02,1.304314385502259421e+00
4.014181074552047868e-01,1.649509914925263027e-02,1.305352461853722001e+00
4.119983171575654080e-01,1.535236978615369015e-02,1.306374602600796075e+00
4.225752903024314611e-01,1.418016914789099053e-02,1.307399736390009393e+00
4.331489484148238756e-01,1.297845038522881488e-02,1.308458934356226733e+00
4.437192083182436297e-01,1.174701433646400950e-02,1.309671537544218944e+00
4.542859224335592527e-01,1.048551981246173374e-02,1.310950580365279450e+00
4.648489195949008224e-01,9.193482302596535718e-03,1.312283876083594203e+00
4.754080664428319558e-01,7.870269122395353451e-03,1.313776061200302880e+00
4.859631749607785101e-01,6.515113638879169514e-03,1.315457062723908388e+00
4.965140057109154181e-01,5.127117664142574749e-03,1.317438278680998831e+00
5.070603201478142141e-01,3.705247591378314862e-03,1.319704519024798239e+00
5.176018511643765141e-01,2.248340748893383652e-03,1.322946186304336802e+00
5.281356936874763708e-01,7.554872909527300066e-04,1.326886515252109655e+00
