x,y,rho
5.001931805836178080e-02,2.438695656155816238e-02,1.260819422595375272e+00
5.563288869498952960e-02,2.534248525557269982e-02,1.261710574167121734e+00
6.284108350311967683e-02,2.642067204662659069e-02,1.262935275901553966e+00
7.231235013153233804e-02,2.763572201719102089e-02,1.264494136961832327e+00
8.286694861257638822e-02,2.876701278736235740e-02,1.266137600376348038e+00
9.346800540295224780e-02,2.968973672821082627e-02,1.267841991501114540e+00
1.040836483963335224e-01,3.042821452140932748e-02,1.269522271920233036e+00
1.147094226894347507e-01,3.100416684352389970e-02,1.271095463967341299e+00
1.253421339572846904e-01,3.143515663168654217e-02,1.272596183044621521e+00
1.359794109448889121e-01,3.173571630303309576e-02,1.274117817407246722e+00
1.466194130200409451e-01,3.191809963146519102e-02,1.275538384818884152e+00
1.572607275384196868e-01,3.199280314003760672e-02,1.277152979072720074e+00
1.679023104866285976e-01,3.196893295160739557e-02,1.278343520001637534e+00
1.785433268870969536e-01,3.185447137297173215e-02,1.279800765540635821e+00
1.891831278685868478e-01,3.165647491296239013e-02,1.281451023217962337e+00
1.998212439018762776e-01,3.138122448404079279e-02,1.282688025338977855e+00
2.104572636204639635e-01,3.103434269640539464e-02,1.283831811147604585e+00
2.210909068331370353e-01,3.062088191552170963e-02,1.285235671740197816e+00
2.317219780682319152e-01,3.014539664339223324e-02,1.287010235452736406e+00
2.423503016220740491e-01,2.961200286702064810e-02,1.287962659244934249e+00
2.529757807932895286e-01,2.902442182857994935e-02,1.289157522700754788e+00
2.635983366381806636e-01,2.838602084437100159e-02,1.290547752379100466e+00
2.742179009603644690e-01,2.769984503811917520e-02,1.291645709343165693e+00
2.848344636563219234e-01,2.696864045767130569e-02,1.292830102343917709e+00
2.954480278721586251e-01,2.619487849190371698e-02,1.293908031195171837e+00
3.060585729768421359e-01,2.538077723571174199e-02,1.295087231427739294e+00
3.166661049535376971e-01,2.452831360208244937e-02,1.296054441782070965e+00
3.272706375662714495e-01,2.363923825985124461e-02,1.297206945225729324e+00
3.378721620001183812e-01,2.271508964891622712e-02,1.298242738585471345e+00
3.484706982148970678e-01,2.175719977513247694e-02,1.299304468349083086e+00
3.590662369073772675e-01,2.076670811688408058e-02,1.300388701751406861e+00
3.696587729209036555e-01,1.974456615278768340e-02,1.301578223364927567e+00
3.802482882959924426e-01,1.869154603541505963e-02,1.302521626752783046e+00
3.908347433688542649e-01,1.760824726123138423e-02,1.303727808633013519e+00
4.014181074552047868e-01,1.649509914925263027e-02,1.304820315105344131e+00
4.119983171575654080e-01,1.535236978615369015e-02,1.305915125684195432e+00
4.225752903024314611e-01,1.418016914789099053e-02,1.307049282940553780e+00
4.331489484148238756e-01,1.297845038522881488e-02,1.308086964387616291e+00
4.437192083182436297e-01,1.174701433646400950e-02,1.309324721441992523e+00
4.542859224335592527e-01,1.048551981246173374e-02,1.310626177553501304e+00
4.648489195949008224e-01,9.193482302596535718e-03,1.311980786455527737e+00
4.754080664428319558e-01,7.870269122395353451e-03,1.313495470296108802e+00
4.859631749607785101e-01,6.515113638879169514e-03,1.315187470719702212e+00
4.965140057109154181e-01,5.127117664142574749e-03,1.317145760145599587e+00
5.070603201478142141e-01,3.705247591378314862e-03,1.319419014193535356e+00
5.176018511643765141e-01,2.248340748893383652e-03,1.322528054827534882e+00
5.281356936874763708e-01,7.554872909527300066e-04,1.326429959537872127e+00
